DostawaId,Kod,Ilosc,Data,DataUtworzenia,Uwagi,CietyWiazka,Rodzina,Wiazka,LiterRodziny,KodWiazki,IlePrzewodow,PrzewodCiety,BIN,IndeksScala,KanBan,Uwagi,DataUtworzenia,DeleteDate,Deleted
dd2ba673-d9bb-46d2-82c7-08d8433e8fca,PLCAEB21209,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
11d20777-79b8-4e2f-82c8-08d8433e8fca,PLCAEB21210,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
e22ad20b-563a-482f-82c9-08d8433e8fca,PLCAEB21211,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
fc3dda02-775f-4a52-82ca-08d8433e8fca,PLCAEB21212,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
41e7aac8-0a5a-40c7-82cb-08d8433e8fca,PLCAEB21213,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
ffe47ec8-a35b-4b6c-82cc-08d8433e8fca,PLCAEB21220,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
b5c1a004-762a-4fe4-82cd-08d8433e8fca,PLCAEB21221,14,08/18/2020 00:00:00,08/18/2020 08:18:48,,,,,,,,,,,False,,,,False
7eeca1d2-e805-4896-82ce-08d8433e8fca,PLCAEB21502,10,08/18/2020 00:00:00,08/18/2020 08:18:49,,,,,,,,,,,False,,,,False
470472a0-84c9-4bfb-82cf-08d8433e8fca,PLCAEB21503,10,08/18/2020 00:00:00,08/18/2020 08:18:49,,,,,,,,,,,False,,,,False
1e3449f7-f381-41e5-82d0-08d8433e8fca,PLCAEB21504,10,08/18/2020 00:00:00,08/18/2020 08:18:49,,,,,,,,,,,False,,,,False
